author,categoria,ciberacoso,texto,Unnamed: 4
leotapier,0,0,Cuando un gobierno sabe gobernar no se roba la plata de los impuestos. Él invierte en su pueblo y sabe lo que debe en el exterior y va pagando la deuda.,
360radiochile,0,0,Este fin de semana Elvis y su concierto Aloha from Hawai a 50 años de su emisión,
todopormiperro,0,0,"que lindo paisaje para tomar la micro y para el entorno, con razón no se le puede twittear",
SismosColombia,0,0,"Sismo de magnitud 2.1 MLr a 5 km de profundidad en Bahía Solano (Mutis) - Chocó, Colombia",
MomaSimmer,0,0,"Acaso tembló otra vez? O sea me imagino que si, siempre está temblando pero ¿Donde fue el asunto? Porque por acá yo no lo sentí ",
BravoChb,0,0,"Tal cual, uña y mugre",
Andreavander7,0,0,¿TODAVÍA TE RÍES SCHALPER? ¿RECUERDAS CUANDO TE BURLASTES DE GONZALO DE LA CARRERA,
apostoladopp,0,0,"¡Buen punto, apreciada Dra. Yesenia!",
jatirado_oc,0,0,conozca el beneficio a las familias de los corregimientos de Medellín,
jatirado_oc,0,0,Personería lanzó alerta por incremento en los casos de suicidio,
SasSkaler,0,0,Brindamos las soluciones propicias para tu empresa. En SKALER sin límites hacemos fácil lo difícil,
AAxx_hot,0,0,Un bañito a esta hora lo mejor,
RTVCnoticias,0,0,montaje para cobrarle una gruesa suma de dinero al conductor de un carro adscrito a una aplicación y luego se habrían valido de un joven para culminar su delito.,
lachivaalerta,0,0,Lo anunció y lo hizo. Megaoperativo contra los piques ilegales anoche,
ParqueArvi,0,0,"Los tonos rosa, violeta, amarillo, naranja, entre otros... se toman el bosque para anunciar el comienzo de una temporada de festividades, tradiciones y alegría",
jatirado_oc,0,0,Un ajuste de cuentas es la primera hipótesis de crimen de ingeniero baleado en Medellín,
BabyTwi21058402,0,0,Quien trans hace depilación anal,
Centropolis_med,0,0,"Del 1 al 15 de julio, 93 actividades (86 presenciales y 7 virtuales) llenarán de poesía los escenarios",
elcolombiano,0,0,se terminó tomando Las Palmas y otros sectores estratégicos de la ciudad para evitar que se realizara una masiva jornada de piques,
lnfoMedellin,0,0,"Gracias a un convenio firmado con el Ministerio de Salud, la planta de medicamentos de la #UdeA está preparada para producir cuatro nuevas referencias de pastillas que actualmente deben importarse.",
Centropolis_med,0,0,"Se incautaron armas de fuego, miles de dosis de drogas y equipos de comunicación ",
NayibeJN,0,0,"Busco un camionero que venga de medellin a cali por favor quien alguien conoce de medellin alguno, podrían avisarme es de suma urgencia mi cel y wp 321 730 8489",
PublimetroCol,0,0,Conozca el estado de las vías de Antioquia sí quiere disfrutar del último puente festivo de la temporada de vacaciones.,
primenighty,0,0,Mueve tu cuerpo yo quiero de tu calor,
elcolombiano,0,0,Dos hombres en una moto mataron a un hombre que caminaba por el barrio San Joaquín. Esto se sabe sobre los hechos,
PublimetroCol,0,0,Los créditos digitales están llevando al límite a los incautos que por una necesidad se enfrentan a una mafia,
NacionPaisa,0,0,sus candidatos a la alcaldía y al consejo no tendría posibilidad de ganar con una coalición tan fuerte que los dejaría fuera del panorama político.,
WberZapata,0,0,¡A inscribirse pues! No dejemos que otros decidan por nosotros. ¡Y vota! ,
jhoncomunicador,0,0,"Don Raúl , está bien que sea su empresa y su dinero ; pero no se le olvide que nosotros somos uno de los activos de su empresa , si no es uno de los más importantes ! Y sin la hinchada el equipo no es nada",
Antioquia_hoy,0,0,Grave accidente sufrieron jóvenes que iban pegados a un camión en vía ,
luchosalazarc,0,0,"Mi libro Cultura Ágil: ese oscuro objeto del deseo, edición impresa está disponible en Colombia.",
AnalisisUrbano,0,0,"Dentro del auto se transportaban dos agentes de la Sijín de la Policía Meval, uno de los cuales reaccionó con su arma de dotación, impactando al conductor de la moto.",
apostoladopp,0,0,"los profesionales están a punto de acabar”. Mejor dicho: del lleno total del evento de Corredor, que está programado para el próximo jueves 6 de julio, dependería la estabilidad de cientos de contratistas: auxiliares, psicólogos",
N4ttos,0,0,¿Será muy tarde para mudarme al campo y sembrar arroz?,
N4ttos,0,0,Sinceramente les digo que no me provoca ni 5 pasar por un D1 ni hoy ni en los próximos días cercanos de cuenta de todos ustedes.,
N4ttos,0,0,"Diosito mandá fuerzas, que me comí una cazuelita de frijoles y terminar la jornada laboral va a estar difícil.",
N4ttos,0,0,"Pagaron hace 10 minutos, hace 3 me quedé sin plata.",
N4ttos,0,0,"Dios mío!!!, pero que son estas ganas de mecerle las penas y cuidarle el corazoncito",
N4ttos,0,0,Corafav si te invito a cafecito y me cuentas datos random sobre ti.,
N4ttos,0,0,Pido calor y no das más que hielo,
N4ttos,0,0,"Esta semana se metieron los ladrones al edificio, estoy sola, se acabo de ir la luz y como así que acabo de temblar???!!!",
N4ttos,0,0,Necesito en mi vida abrazos Ghibli.,
N4ttos,0,0,La comida fue con mucho queso y tocineta. Soy un ser feliz.,
N4ttos,0,0,Necesito una escoba para emprender en el delivery.,
N4ttos,0,0,A preparar la avena de mañana y a mimir.,
N4ttos,0,0,Brillitos gripales para todos,
N4ttos,0,0,"Ya lo sabíamos, finjamos sorpresa.",
N4ttos,0,0,"Acá que me dicen que mi ganado y no se qué, se los presento:",
N4ttos,0,0,Quiero sopita y una nariz que no se esté descongelando.,
N4ttos,0,0,Lo bueno: ya se me pasó la maricada 😌 Lo malo: este malestar y sin nadie que me haga mimitos 😔 Lo feo: usted,
N4ttos,0,0,"Me gusta crear personajes femeninos fuertes y valientes en mis películas, porque creo que las mujeres tienen una gran influencia en la sociedad y merecen ser representadas de manera positiva",
N4ttos,0,0,"A pesar de que fueron unos días medio raros y complicados, hoy tengo el corazoncito feliz",
N4ttos,0,0,Uno a veces revuelca la comida como si dentro de ella estuviera la respuesta a un fracaso sentimental,
N4ttos,0,0,Este calor solo queda bien con un par de costeñitas bien heladas.,
N4ttos,0,0,Hay un lugar especial en el infierno para la gente que se frena cuando se baja de unas escaleras eléctricas.,
N4ttos,0,0,Fresas con crema para terminar la semana,
N4ttos,0,0,Y la canción completa para el primer baile.,
N4ttos,0,0,Me quiero casar y quiero caminar al altar mientras suena el piano de Merry Go Round of Life de Joe Hisaishi.,
N4ttos,0,0,Van a evolucionar en tritones y sirenas (?),
N4ttos,0,0,¿Qué pasará cuando se les acabe el oxígeno a los tripulantes del submarino que hizo expedición al Titanic?,
N4ttos,0,0,El café sabe más rico cuando la mañana está fría.,
N4ttos,0,0,"Si este calor va a continuar, que por lo menos no vaya a seguir temblando, porque dormir sin ropa se está volviendo la única opción!",
N4ttos,0,0,Me descubrieron,
N4ttos,0,0,Fav si cocinamos y lo que surja.,
N4ttos,0,0,Y como si no pudiera ponerse más densa la mañana... Se me enfrió el café,
N4ttos,0,0,"Omitamos el dedo lastimado, hoy fue un día muy accidentado, pero calmé antojo.",
N4ttos,0,0,Impriman más festivos.,
N4ttos,0,0,"Yo no doy sino pena, que vaina tan impresionante",
N4ttos,0,0,Uno para comer gelatina con lecherita a las 11:30pm,
N4ttos,0,0,"No vean películas románticas, es una trampa, ahora quiero que me lleven a una cita bien cursi y que me regalen flores",
N4ttos,0,0,"Siento Hill, sin dudarlo.",
N4ttos,0,0,Destino cuál van de ser obligados ?,
N4ttos,0,0,"Ustedes que todo lo saben, ¿dónde se consiguen frambuesas (no congeladas) en Medellín?",
N4ttos,0,0,"Buenos días, quien más quiere cafecito?",
N4ttos,0,0,Dormir hasta las 8 es el nuevo 'dormir hasta tarde' de los sábados.,
N4ttos,0,0,Creo que saber interpretar señales es un don con el que definitivamente no nací!,
N4ttos,0,0,Cita este tweet con algo de color negro,
N4ttos,0,0,Que el lindo me diga cosas lindas,
N4ttos,0,0,Te vi desde ayer en canciones No sé que me pasa,
N4ttos,0,0,Por mi cabeza ya pidieron recompensa Pero no hay precio por robar tu corazón ,
N4ttos,0,0,Fav si te invito a sodita de cereza y sandía pal calor,
N4ttos,0,0,"A mí me invitás a armar un rompecabezas, y quedo así:",
N4ttos,0,0,"Llevenme a cine, me quiero atragantar con crispetas.",
N4ttos,0,0,Pasaron cosas ayer,
N4ttos,0,0,Los lunes festivos también pueden ser muy divertidos.,
N4ttos,0,0,Es porque uso pijamas de navidad en junio?,
N4ttos,0,0,"Hoy comí papitas, fue un buen domingo.",
N4ttos,0,0,Uno para comer galletitas mientras tomamos tinto.,
N4ttos,0,0,"Si cuando a uno le pica la palma de las manos dicen que es plata, que significará que le pique el ombligo?",
N4ttos,0,0,"No es mucho, pero es un trabajo honesto, no me critiquen",
N4ttos,0,0,"Ya casi almuerzo, pueden ir mandando el postre",
N4ttos,0,0,"En esta vida me castigaste Me robaste el tiempo, me recagaste.",
N4ttos,0,0,Básicamente cedí un pico a cambio de un arroz con leche,
N4ttos,0,0,"No sirvo para odiar, pero soy muy buena para olvidar.",
N4ttos,0,0,"Ayer hice spring rolls, yo sé que todavía me quedan feos, pero saben muy rico",
N4ttos,0,0,Me perdí en el viaje Nunca me sentí tan bien,
N4ttos,0,0,"""La rabia se nos pasa, la decepción jamás"", feliz junio.",
N4ttos,0,0,Que gran día para empezar de nuevo Cowboy Bepop,
N4ttos,0,0,"Luces como preparado Para una muerte elegante Y sin embargo, lates",
N4ttos,0,0,Un millón de años luz - Soda Stereo,
N4ttos,0,0,Cada que se cocina,
N4ttos,0,0,Y apenas se acabó el lunes,
N4ttos,0,0,"Holi, ¿Me extrañaron?",
N4ttos,0,0,Que ganas de unas costeñitas,
N4ttos,0,0,"Me hice un tecito de manzanilla en leche con miel, prendí una velita de vainilla y me puse una playlist de Lofi, voy a leer hasta que me dé sueñito, o sea en 5 minutos",
N4ttos,0,0,Partículas de amor y recuerdos de ti,
N4ttos,0,0,"El fotógrafo belga Yves Adams, compartió una foto única en la vida de lo que él cree que es un pingüino amarillo ""nunca antes visto"".",
N4ttos,0,0,"Los pingüinos usan el pigmento amarillo para atraer parejas y sospechamos fuertemente que la molécula amarilla se sintetiza internamente”, dice el investigador Daniel Thomas.",
N4ttos,0,0,"Me levanté y no hay desayuno, que despropósito.",
N4ttos,0,0,"Dioj mío, dame fuerzas para no quedarme dormida a esta hora",
N4ttos,0,0,"El proceso no es facil muchas veces, se estrella uno con las cagadas que ha cometido yduro",
N4ttos,0,0,Yo empecé a sanar realmente cuando deje de ponerme solo en el lugar de víctima y reconocer realmente todo lo malo que hice.,
N4ttos,0,0,Ya hace falta un poquito de romance,
N4ttos,0,0,Hilo de películas de Super Mario Bros en manos de otros directores (que quizás sí le habrían gustado a la crítica):,
N4ttos,0,0,"Hoy hice las albóndigas más espectaculares de la vida, fav si te cocino almuercito los domingos.",
N4ttos,0,0,"Scarface (1983, Brian de Palma)",
N4ttos,0,0,"Mor, y esta gastritis qué?",
N4ttos,0,0,"Siempre fina y elegante, el ""Ave Secretaria"" es un ave de rapiña pariente de los halcones y águilas, nativo de África y puede medir alrededor de 1.35 m de altura.",
N4ttos,0,0,15 formas nuevas de terminar en urgencias,
N4ttos,0,0,"Ya aprendí que hay más de una forma de tener sexo en una hamaca, ahora necesito con quién prácticarlas",
N4ttos,0,0,"Pero el día que te encuentre En el camino Lo dejo todo, recojo mis cosas Y me pierdo contigo",
N4ttos,0,0,"Cómo hará esa gente que va al FEP, yo salí a almorzar y a mercar y siento que necesito dormir el resto del día",
N4ttos,0,0,Soy super fan de la horchata,
N4ttos,0,0,Me corté un dedito y no tengo a quien hacerle puchero.,
N4ttos,0,0,ya he reportado como 10 cuentas de esas,
N4ttos,0,0,"Me encantaría explicarte y aclararte las cosas, pero realmente me importa un culo que tengás una idea errada y malentendás las cosas.",
N4ttos,0,0,"Aunque tiene un gran PERO, un sesgo narrativo que no habita en la historia sino en los guionistas gringos. Su insano desprecio por la bicicleta como medio de transporte y supervivencia en el postapocalipsis. El culto al diésel los enceguece.",
N4ttos,0,0,"Llevo tanto tiempo soltera, que mis tías ya preguntan es por mi salud.",
N4ttos,0,0,Oye tú y yo que somos? No joda y firme el acta del nombre del niño.,
N4ttos,0,0,"¿Todavía piden el cuadre?
Tengo curiosidad, ¿como se formalizan las relaciones hoy en dia?",
N4ttos,0,0,"Nos hubieran avisado al menos a qué horas nos iban a invadir, yo no estaba segura de traer almuerzo o no ",
N4ttos,0,0,De acostumbrarse a la soledad no se regresa.,
N4ttos,0,0,¿Cuál es su jugo favorito y por qué el de maracuyá?,
N4ttos,0,0,Todo salteado con mantequilla y ajo queda mejor,
N4ttos,0,0,"¿Uno como elije un buen melón? Ayer fui a comprar uno y me di cuenta que no se cómo se elije uno bueno, compartan tips meloneros",
N4ttos,0,0,No usen inhaladores sin inhalocamara,
N4ttos,0,0,"Mi nevera ya casi cumple 12 años desde que la compré y finalmente está sacando la mano, ustedes que todo lo saben que tal son las neveras Mabe? O será que me compro otra Haceb?",
N4ttos,0,0,"Buenos días, mundo enfermo y triste.",
N4ttos,0,0,Todavía mido la distancia en canciones.,
N4ttos,0,0,Nadie que disfrute la vida tiene la barriga plana...,
N4ttos,0,0,Correr ya sé. Despertá mis ganas de quedarme.,
N4ttos,0,0,"Quédense con alguien que cocine rico. La belleza se acaba, el hambre no.",
N4ttos,0,0,"Hermosura de joyita nueva, porque voy sola para botar piercings",
N4ttos,0,0,"¿En qué momento entre las 4:30am y las 5:00am, me pareció buena idea ponerme un vestido hoy?",
N4ttos,0,0,"Me gusta cuando mi papá va a la oficina, porque tomamos tintico y echamos chisme, además que siempre llega derechito a mi puesto y se me sienta al lado 🥰 (Asi le pregunte que si me llevo cositas y me diga que no)",
N4ttos,0,0,"Ese último capítulo duro como 3 minutos, quedé aburrida",
N4ttos,0,0,"Madrugar duele, y no pienso discutirlo con nadie.",
N4ttos,0,0,Mi debilidad es un hombre que cocine rico.,
N4ttos,0,0,"Si no sabe para que son estas piedras, no merece estar a tu lado.",
N4ttos,0,0,"Los que nos levantamos a las 4:20 todavía estamos despiertos, o ya nos agarró el sueño?",
N4ttos,0,0,"¿Será que va a haber replica? Pa saber si me baño, maluco salir corriendo enjabonada",
N4ttos,0,0,"Bueno, a petición del público: Aromáticas y tinto",
N4ttos,0,0,Cómo olvidar cuando Luffy promovió la lectura en primera infancia.,
N4ttos,0,0,"Ten paciencia, quizás el amor de tu vida apenas se va divorciar este año.",
N4ttos,0,0,Nadie va a olvidar la tarde/noche del viernes 20 de marzo de 2020. ¿Recuerda dónde estaba y qué estaba haciendo?,
N4ttos,0,0,"Está haciendo tanto frío, que tocó sacar cafecito con leche",
N4ttos,0,0,"Se cree muy grande, muy independiente y no se qué, pero tuvo una pesadilla y acá lo tengo acostado al rincón",
N4ttos,0,0,¿Ustedes son team Milo o Chocolisto?,
N4ttos,0,0,Pues claro ¿Con quien más va a celebrar uno un aniversario? ,
N4ttos,0,0,Cuando la tóxica te ayuda a hacer la hoja de vida,
N4ttos,0,0,"La delgada línea entre ""procurar no parecer intenso"" y ""parecer desinteresado""",
N4ttos,0,0,"Todo lo que me dolió ayer, hoy me hace más humano",
N4ttos,0,0,¿Está muy temprano para almorzar?,
N4ttos,0,0,"Mi papá pidiéndome su taladro que me autoregalé, me escribió ""conchuda"" (descarada) y lo borró.",
N4ttos,0,0,"Mejor, ¿Dónde podemos ver KaBlam?",
N4ttos,0,0,¿Dónde podemos ver Prometeo y Bob?,
N4ttos,0,0,Este es el póster oficial de la película “Paint” que no están basada en la vida se Bob Ross pero si en el personaje de Bob Ross. Saldrá en cines el cines.,
N4ttos,0,0,¡Auxilio! No que me enamoro.,
N4ttos,0,0,"¿Qué es lo primero que hacen cuando llegan a casa? Yo, quitarme los zapatos y regar mis plantitas",
N4ttos,0,0,"Mi amor, es que usted se alejó mucho Y yo de lejos ya no veo, bebé.",
N4ttos,0,0,"O me levanto a cocinar y me mareo, o me quedo acostadita y me muero de hambre",
N4ttos,0,0,¿Será que el lindo piensa en mi?,
N4ttos,0,0,Soledad es tenerse que prepararse la aguapanelita con limón cuando uno no tiene fuerzas ni pa respirar... Y llorar porque no hay jengibre.,
N4ttos,0,0,Que haces buscándome el lado si sabés que yo errores no repito,
N4ttos,0,0,Leer una licitación con sueño y otras cosas imposibles,
N4ttos,0,0,Yo llegando está mañana en 20 minutos.,
N4ttos,0,0,Todo lo puedo con el poder de los chocolates que me fortalece.,
N4ttos,0,0,Fav si pasaste horas acá:,
N4ttos,0,0,"En un mundo donde todos se comportan -como quien no quiere la cosa- yo a vos, quiero quererte siempre.",
N4ttos,0,0,Tienes una sonrisita deliciosa,
N4ttos,0,0,Antes de los 30… puras citas de amor! Después de los 30… solo citas médicas! ,
N4ttos,0,0,Entrar a Instagram es ver cien publicaciones de guayacanes amarillos y mil historias de lo mismo,
N4ttos,0,0,"Suficiente tengo con los problemas y las inseguridades propias como pa estar cargando con las ajenas, no tengo tiempo pa eso.",
N4ttos,0,0,"Me voy a comer una frutica con kumis, porque no todos los días se puede desayunar con nucita.",
N4ttos,0,0,A mi el plan/cita de cocinar juntos me parece top.,
N4ttos,0,0,"Hice mermelada de tocineta, porque ser fitness es mi pasión",
N4ttos,0,0,"Que se necesita para que me manden cupcakes, chocolates, flores o un ramo de empanadas al trabajo, está vaina está muy complicada y el estrés va en aumento.",
N4ttos,0,0,Hice galletotas en la airfryer,
N4ttos,0,0,Y en el abismo me encontré Y en la caída te llamaré,
N4ttos,0,0,"Soy como una tajada de maduro, necesito atención constante",
N4ttos,0,0,No puede ser coincidencia que yo ponga un pie en la oficina y me empiece a perrear un párpado,
N4ttos,0,0,Escuché que mi madre me había llamado así que me levanté y me dirigí hacia las escaleras pero antes de comenzar a bajarlas mi madre me agarro de la ropa y me metió en mi habitación diciéndome: “Yo también he escuchado eso”.,
N4ttos,0,0,"Yo dizque ""está semana si voy a estar juiciosa con la alimentación""...Y ya me trague dos milhojas y una Coca-Cola",
N4ttos,0,0,Bésame en la boca Ahora que nadie nos mira,
N4ttos,0,0,"Planché la camisa anoche, y cuando me baje del carro ya estaba como una pasa",
N4ttos,0,0,"Si nos ponemos de acuerdo todos, podemos salir con la ropa arrugada.",
N4ttos,0,0,La perdición que empezaran a vender esto en la oficina,
N4ttos,0,0,No hay tinto sobre la faz de la tierra que le haga frente al sueño que me acaba de dar,
N4ttos,0,0,Me convertí en la dealer de aromáticas y/o tecitos en la oficina.,
N4ttos,0,0,"Colombia, el país donde a la gente le da miedo pedir permiso en el trabajo para una cita médica, emergencia familia o para pedir sus propias vacaciones. Eso habla tanto de las empresas.",
N4ttos,0,0,Que rico unos tequilitas,
N4ttos,0,0,Antes así se pedían los taxis y la pizza.,
N4ttos,0,0,"Mi próxima relación será la última, así que no estoy buscando, no tengo prisa. Quiero calma, que ese amor me encuentre, me elija, me presuma, me admire, me enseñe y me ame en cámara lenta. Tenemos una vida por delante.",
N4ttos,0,0,"Ya me puse bonita y estoy preparando la cena, así estemos solos algo se hace, hoy maratón de Indiana Jones",
N4ttos,0,0,Llevo tu corazón (lo llevo en mi corazón).,
N4ttos,0,0,Completa guía de naves y transportes de Star Wars que he traducido y adaptado. Espero que os sirva.,
N4ttos,0,0,Mis 31 de diciembre son más chéveres desde que son en mi casita en plan tranqui.,
N4ttos,0,0,¿Cómo perdonar a alguien que te lastimó y no lo lamenta?,
N4ttos,0,0,Hoy voy a hornear una tarta de manzana... Deséenme suerte,
N4ttos,0,0,"Estallen de amor. Es mejor vivir con la certeza de lo que no fue, que con la incertidumbre de lo que hubiera podido ser.",
N4ttos,0,0,Ya uno duerme hasta las 9 y celebra porque dizque durmió hasta tarde.,
N4ttos,0,0,Me dió hambre de papitas criollas con chicharroncito y limón.,
N4ttos,0,0,"Manden almuercito, que no tengo ganas de cocinar",
N4ttos,0,0,Este año tampoco hubo serenata ni declaración de amor. Todo mal.,
N4ttos,0,0,Alguien que me mire como se miran las cosas importantes ,
N4ttos,0,0,Mi resolución de fin de año es dejar de esperar que me quieran.,
N4ttos,0,0,"No pido mucho, solo un amorcito que me quiera mucho y en días como estos me prepare sopita de pollo con tortillas y me acaricie el cabello hasta que me duerma.",
N4ttos,0,0,"Hoy tengo mucho dolor, no va a ser un día bonito.",
N4ttos,0,0,Sacar fuercitas para cuidarse cuando uno está enfermo si es una vaina muy difícil.,
N4ttos,0,0,"Estoy muy maluca y quiero sopita, pero en esta casa cocino yo. No tengo quien me prepare una sopita",
N4ttos,0,0,"No sé si en algún momento de mi infancia se me había reventado un tímpano, pero anoche me puso a llorar en forma, que vaina tan dolorosa.",
N4ttos,0,0,"Amigo, si no te contesté las primeras 3 llamadas, mucho menos las 30 adicionales que me has hecho en lo que va de la mañana ",
N4ttos,0,0,Esperando que me haga efecto la pastilla para poder empezar a trabajar.,
N4ttos,0,0,"Un amorcito para acostarnos temprano y más cuando está lloviendo, porque estamos viejitos y cansados",
N4ttos,0,0,"La cuestión es que, uno también necesita a alguien que lo cuide",
N4ttos,0,0,"La autoexigencia vestida de amor propio, qué peligro.",
N4ttos,0,0,"El que vive con miedo a estar solo, muere mal acompañado.",
N4ttos,0,0,Otro año sin estar en el festival Yi Peng,
N4ttos,0,0,"Te vas amor, si así lo quieres que puedo yo hacer",
N4ttos,0,0,"No tener a quien presumirle la pintica de hoy, todo mal.",
N4ttos,0,0,La hija de Joseph Merrick.,
N4ttos,0,0,Padece de soriagris ? como la amiga de sir Davos ? no me acuerdo del nombre,
N4ttos,0,0,el hijo de Daenerys también era así o peor,
N4ttos,0,0,"Porque tan deforme?... Supongo que la explicación más lógica es por la sangre de dragón de los Targaryen, y que cuando se termina de desarrollar se vuelve más humano. Pero es solo suposición mía.",
N4ttos,0,0,Si le echas la sangre de Harry Potter se completa la reencarnación,
N4ttos,0,0,Parece que vaya a guiar a Frodo y Sam a Mordor,
N4ttos,0,0,Tanto detalle y trabajo para que no se vea nada en el capitulo,
N4ttos,0,0,Mitad humana mitad dragona o que,
N4ttos,0,0,"Y contra todo pronóstico, me disfracé.",
N4ttos,0,0,"Me queda 1 mes para encontrar un amor bonito que me ayude a armar el arbolito, será abrir convocatoria diciembre2022.",
N4ttos,0,0,"Se acabó la magia, ya no hay encanto.",
N4ttos,0,0,No se maduró el aguacate y hoy tenemos auditoría externa.,
N4ttos,0,0,Me voy a cortar otra vez el pelito y me voy a sacar capul,
N4ttos,0,0,Cómo madurar un aguacate en 15 horas *Google voy a tener suerte*,
N4ttos,0,0,¿Quien para tomarnos unos vodkitas?,
N4ttos,0,0,"Uno sabe que lo siguen puros señores mayores cuando le responden a los trinos con un ""Buenos días, hermosa dama"".",
N4ttos,0,0,Un amorcito que no le dé miedo dedicar canciones y regalar flores,
N4ttos,0,0,Solo sé que tú me encontrarás,
N4ttos,0,0,"Estoy tan coja y tan tiesa, que hoy me dijeron que estoy caminando como santo de procesión",
N4ttos,0,0,Tengo tanto dolor que tengo hasta ganas de vomitar... y aún así me da más pereza ir al médico y que me pongan a dar vueltas.,
N4ttos,0,0,Me acabo de enterar que existe una fruta que se llama Lúcuma,
N4ttos,0,0,Que vaina difícil es volver a la oficina después de vacaciones,
N4ttos,0,0,Voy a dejar de insistir en las cosas que no puedo cambiar.,
N4ttos,0,0,"Quiero salchipapas, no importa cuando lean esto.",
N4ttos,0,0,"Voy a crear contenido para adultos. El contenido: Bicarbonato, usos y beneficios.",
N4ttos,0,0,Ese momento tensionante cuando empiezan a revisar todos los zapatos buscando quien pisó la caca del perro,
N4ttos,0,0,"Da amor sin importar lo que recibas, algún día será mutuo.",
N4ttos,0,0,"Hoy traje un almuerzo todo fit, ahora voy y me consigo un postre para balancear",
N4ttos,0,0,"Soy un 10, pero me encanta insistirle a gente que solo me ignora entonces soy una pendeja.",
N4ttos,0,0,"si no hay interés, no insistas",
N4ttos,0,0,"El dolor que tengo en las piernas, papito Dios, quejesto!",
N4ttos,0,0,Necesito una Kira en mi vida.,
N4ttos,0,0,Necesito unos tulipanes que me devuelvan la fe en el amor.,
N4ttos,0,0,Arrancó brusquita esta semana,
N4ttos,0,0,Será muy tarde para empezar de cero?,
LaKrupskaya2101,0,0,"Cuando estoy borracha y dicen: ""el pobre es pobre porque quiere""",
LaKrupskaya2102,0,0,"Mi ex: necesito que te veas en Netflix “todas las veces que nos enamoramos” y me digas qué sientes cuando la termines ¿va?
Yo: ¿podemos ser unos ex normal y solo odiarnos?",
LaKrupskaya2103,0,0,Odiar a los ricos es una personalidad y es la mía.,
LaKrupskaya2104,0,0,Vi un vídeo del pollo de frisby montando patineta en un parque y me dió como mil años de vida.,
LaKrupskaya2105,0,0,"El extorsionista: ya que no te gusta tomar aguardiente, si no me pagas 5 millones de pesos, te voy a embutir una garrafa de Antioqueño.",
LaKrupskaya2106,0,0,"Me acaban de decir: “yo lloro, por Salvador Allende y por ti”. Amigos, adiós.",
LaKrupskaya2107,0,0,"Dizque coqueteando por teams, juicio, juicio.",
LaKrupskaya2108,0,0,"Bloquéame, que igual estoy en la dedicatoria de tu tesis meritoria y desdedicatoria no hay.",
LaKrupskaya2109,0,0,David está que me cambia por 5 chivos y dos vacas.,
LaKrupskaya2110,0,0,tres horas hablándome de la no monogamia y yo llego a hacer todo lo contrario. Si soy.,
LaKrupskaya2111,0,0,Estoy nadando en lágrimas fachas viendo la lloratón de la derecha por las banderas LGBTIQ+ en la Casa de Nariño. Casi poético si me lo preguntas. ,
LaKrupskaya2112,0,0,"Tan linda Francia, una mujer empobrecida, que es vicepresidenta, que representa las realidades de muchxs en este país: estudiar cuando se puede y no cuando se quiere, porque acceder a este derecho es un privilegio. Esta es una realidad y lo del El País Cali, simple racismo.",
LaKrupskaya2113,0,0,"Hace días le dediqué “día de enero” a mi mejor amigo, hoy él me dedicó “acróstico”. Increíble lo rudos que éramos y ahora parecemos dos algodones de azúcar. Tejer afectos es mi nueva filosofía, amor y cuidados pa los míos.",
LaKrupskaya2114,0,0,"Compartimos la declaración de la movilización del pasado 17 de junio por la Vida, La Paz y la Defensa del Territorio sumapaceño",
LaKrupskaya2115,0,0,"Tenemos que dejar de negar las cosas y decir que esto no pasó, o que no era tan grave, o que sólo fueron algunos",
LaKrupskaya2116,0,0,"Ey papi, tomas postura en una guerra, te metes al terreno y ¿qué esperabas? ¿Qué te invitaran a tomar vodka y a leer Dostoyevski?",
LaKrupskaya2117,0,0,Ser pato y agüevado es una personalidad y es la Facholience.,
LaKrupskaya2118,0,0,No se ponga a tentar al diablo.,
LaKrupskaya2119,0,0,"Con contadas excepciones, veo con tristeza en jóvenes dirigentes políticos de izquierda, centro y derecha, la tendencia a convertir la política en espectáculo narcisista y no en un quehacer público serio destinado al bienestar de nuestros compatriotas. Llamo a la reflexión.",
LaKrupskaya2120,0,0,"Adhiero, adhiero fuertemente.",
LaKrupskaya2121,0,0,"La pelada con aspiraciones al concejo de Medellín, nos dijo sin pena: “no sé nada de política, pero qué chimba ir a parchar al concejo y oír guaracha antes de cada sesión, mor”.",
LaKrupskaya2122,0,0,"Dizque “lo dejaron perdido”, es que de seguro Wilson estaba en piscilago lanzándose de los toboganes y no donde hay anacondas, jaguares y la misma selva que andarla no es como ir de la 85 a la 93. Me dió oso ajeno doña Pily.",
LaKrupskaya2123,0,0,"Si algo ofende a la derecha y al “centro”, de este país, ese algo a mí me encanta. No voy a fingir que no.",
LaKrupskaya2124,0,0,Dizque solidarizarse con Duque JAJAJAJAJA búsquense un problema honesto.,
LaKrupskaya2125,0,0,No soy fan del expresidente Duque ni de su gobierno pero la manera como lo increparon es inaceptable. Porque lo vivimos también lo rechazamos.,
LaKrupskaya2126,0,0,¿Cómo así que nunca te invité a desayunar? De seguro no me gustabas tanto.,
LaKrupskaya2127,0,0,"Quien nunca ha padecido hambruna, cree que exigir lo justo es rebelión.",
LaKrupskaya2128,0,0,"Les molesta que Petro cumpla con su rol y gobierne, les molesta que vaya a esos sitios donde históricamente quienes habían gobernado, han empobrecido. A esas rancherías donde solo iban para la foto y dejaban en el olvido.",
